uniqueid,title,start_academic_month,start_academic_year,end_academic_month,end_academic_year,first_author,second_author,third_author,other_authors,is_student_author,student_name,student_batch,specification,publication_type,publication_name,publisher,year_of_publishing,month_of_publishing,volume,page_number,indexing,quartile,citation,doi,front_page_path,url,ISSN,verified,admin_verified,impact_factor
2019KcOVwBG,"A safety system for school children using GRAG",JUL,2018,JUN,2019,"I. Joe Louis Paul, S. Sasirekha",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Computer Aided Engineering and Technology,",NULL,2019,6,11,NULL,Scopus,NULL,NULL,10.1504/IJCAET.2019.100449,NULL,https://www.inderscience.com/jhome.php?jcode=ijcaet,17572665,False,False,0
2019kPmRqiG,"Enhanced analysis of border surveillance using intruders’ crossing strategies",JUL,2018,JUN,2019,"N.Bhalaji, S.Venkatesh",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Soft Computing",NULL,2019,4,23,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1007/s00500-019-03962-z,NULL,https://www.springer.com/journal/500,14327643,False,False,4.1
2019kZobgVd,"Prediction of West Nile Virus using Ensemble Classifiers",JUL,2019,JUN,2020,"R. Rishickesh, A. Shahina, A. Nayeemulla Khan,",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Engineering and Advanced Technology",NULL,2019,10,9,NULL,Scopus,NULL,NULL,10.35940/ijeat.A9810.109119,NULL,https://www.ijeat.org/,22498958,False,False,0
2019mqqnXBp,"Identification of Duplication in Questions Posed on Knowledge Sharing Platform Quora using Machine Learning Techniques",JUL,2019,JUN,2020,"R. Rishickesh, P. Ram Kumar, A. Shahina, A. Nayeemulla Khan",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Innovative Technology and Exploring Engineering,",NULL,2019,10,8,NULL,Scopus,NULL,NULL,10.35940/ijitee.L3017.1081219,NULL,https://www.ijitee.org/,22783075,False,False,0
2019nsyAarc,"Nelder-Mead Optimized MADM Decision Support for Vertical Handover",JUL,2019,JUN,2020,"Malathy E M, Vijayalakshmi Muthuswamy",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Recent Technology and Engineering",NULL,2019,7,8,601-604,Scopus,NULL,NULL,10.35940/ijrte.B1111.0782S319,NULL,NULL,22773878,False,False,0
2019NXkmwNY,"A two-level secure data hiding algorithm for video steganography.",JUL,2018,JUN,2019,"Manisha, S., Sharmila, T.S.",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Multidim Syst Sign Process",NULL,2019,4,30,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1007/s11045-018-0568-2,NULL,https://www.springer.com/journal/11045,1573-0824,False,False,2.5
2019pfSllWE,"Optimization of Sensing Time in Cognitive Radio Networks Based on Localization Algorithm",JUL,2019,JUN,2020,"Poornima, P., Chithra, S.",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter",NULL,NULL,2019,11,39,NULL,Scopus,Q3,NULL,10.1007/978-3-030-34515-0,NULL,https://doi.org/10.1007/978-3-030-34515-0,2367-4512,False,False,NULL
2019PHpapit,"BCI Cinematics–A pre-release analyser for movies using H2O deep learning platform",JUL,2018,JUN,2019,"Sundhara Kumar KB, G Krishna, N Bhalaji, S Chithra,",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Computers & Electrical Engineering",NULL,2019,3,74,547-556,"Scopus, Web of Sciences",Q1,NULL,10.1016/j.compeleceng.2018.03.015,NULL,https://www.sciencedirect.com/journal/computers-and-electrical-engineering,457906,False,False,4.3
2019QAlmLjK,"An Artificial Intelligence Based Tool for Ophthalmologist for Eye Disease Classification",JUL,2018,JUN,2019,"V.Sivamurugan, and Dr.P.Indumathi",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Tierärztliche Praxis",NULL,2019,1,NULL,NULL,"Web of Sciences",NULL,NULL,NULL,NULL,https://tierarztliche.com/,0303-6286,False,False,0.388
2019QziCOTn,"Direction-invariant binary pattern-encoded descriptor for texture classification and retrieval",JUL,2019,JUN,2020,"Pavithra Latha Kumaresan and Sree Sharmila Thangaswamy",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Electronic Imaging",NULL,2019,9,28,NULL,"Scopus, Web of Sciences",Q3,NULL,10.1117/1.JEI.28.5.053013,NULL,https://www.spiedigitallibrary.org/journals/journal-of-electronic-imaging/volume-28/issue-5,10179909,False,False,1.1
2019rDVcHey,"Brain storm-based Whale Optimization Algorithm for privacy-protected data publishing in cloud computing",JUL,2018,JUN,2019,"Thanga Revathi, S., Ramaraj, N. & Chithra, S.",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Cluster Computing",NULL,2019,3,22,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1007/s10586-018-2200-5,NULL,https://www.springer.com/journal/10586,13867857,False,False,NULL
2019SnAGieB,"RFID and PIR Motion Sensor based Automated Attendance System for Educational Institutions",JUL,2019,JUN,2020,"K.Srividhyasaradha, I. Joe Louis Paul, S. Sasirekha",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Recent Technology and Engineering",NULL,2019,8,8,1275-1279,Scopus,NULL,NULL,NULL,NULL,https://www.ijrte.org/,22773878,False,False,0
2019SwqfzGp,"Perfecting Counterfeit Banknote Detection-A Classification Strategy",JUL,2018,JUN,2019,"M. Tejasvi, A.Nayeemulla Khan, A.Shahina",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Innovative Technology and Exploring Engineering",NULL,2019,4,8,2278-3075,Scopus,NULL,NULL,NULL,NULL,https://www.ijitee.org/,22783075,False,False,0
2019SWRWziP,"Speech Emotion Recognition Based on Gender Influence in Emotional Expression",JUL,2019,JUN,2020,"P Vasuki and Divya Bharati R",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Intelligent Information Technologies",NULL,2019,10,15,22-40,"Scopus, Web of Sciences",Q2,NULL,10.4018/IJIIT.2019100102,NULL,https://www.igi-global.com/gateway/journal/1089,15483665,False,False,NULL
2019UoinGOk,"Med-Recommender System for Predictive Analysis of Hospitals and Doctors",JUL,2019,JUN,2020,"S. Swarnalatha, I. Kesavarthini, S. Poornima and N. Sripriya",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter",NULL,NULL,2019,10,NULL,NULL,Scopus,NULL,1,10.1109/ICCIDS.2019.8862121,NULL,https://ieeexplore.ieee.org/xpl/conhome/8851230/proceeding,NULL,False,False,NULL
2019upBNWFQ,"Load Balancing in Cloud computing using WWA Algorithm",JUL,2019,JUN,2020,"V.Arulkumar, Dr.N.Bhalaji,",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"concurrency and computation practice and Experience",NULL,2019,9,34,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1002/cpe.5492,NULL,https://onlinelibrary.wiley.com/journal/15320634,15320626,False,False,2
2019urwvsAj,"Enhancing Noisy Speech using WEMD",JUL,2018,JUN,2019,"J.V. Thomas Abraham, A. Shahina, A. Nayeemulla Khan",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Recent Technology and Engineering",NULL,2019,3,7,705-708,Scopus,NULL,NULL,NULL,NULL,https://www.ijrte.org/,22773878,False,False,0
2019vcokfGw,"An augmented approach for pseudo-free groups in smart cyber-physical system",JUL,2018,JUN,2019,"Kumar, M.V.R., Bhalaji, N. & Singh, S.",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Cluster Computing,",NULL,2019,1,22,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1007/s10586-018-2353-2,NULL,https://www.springer.com/journal/10586,13867857,False,False,4.4
2019wiPasRl,"An efficient seed points selection approach in dominant color descriptors (DCD)",JUL,2018,JUN,2019,"L. K. Pavithra, T. Sree Sharmila",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Cluster Computing",NULL,2019,1,22,1225-1240,"Scopus, Web of Sciences",Q1,NULL,10.1007/s10586-019-02907-3,NULL,https://www.springer.com/journal/10586,13867857,False,False,4.4
2019xPGkUId,"Performance analysis of classifiers in social media text for Credibility Assessment",JUL,2018,JUN,2019,"P.SuthanthiraDevi , S.Karthika",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Caribean Journal of Science",NULL,2019,5,NULL,NULL,"Scopus, Web of Sciences",NULL,NULL,NULL,NULL,NULL,86452,False,False,0.2
2019xRhUuyI,"Impact of Tweet Features and Machine-Learning Classifiers for Twitter Spam Detection",JUL,2018,JUN,2019,"S. Nitheesh Prabu , Abhishek Pal, S. Sundar Ram, S. Karthika",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Recent Technology and Engineering",NULL,2019,4,7,31-35,Scopus,NULL,NULL,NULL,NULL,https://www.ijrte.org/,22773878,False,False,0
2019ydKieUY,"A Novel Design Framework for Rumour Analysis in Twitter",JUL,2018,JUN,2019,"S. Karthika, Suthanthiradevi",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Recent Technology and Engineering",NULL,2019,4,7,31-35,Scopus,NULL,NULL,NULL,NULL,https://www.ijrte.org/,22773878,False,False,0
2019yEHTKLZ,"#Dec18- Twitter Based Trend Analysis Using BoW Models",JUL,2018,JUN,2019,"P.SuthanthiraDevi , S.Karthika, R. Geetha",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Caribean Journal of Science",NULL,2019,5,53,1774-1780,"Scopus, Web of Sciences",NULL,NULL,NULL,NULL,https://www.researchgate.net/profile/Suthanthira-Devi/publication/354403093_Dec18-Twitter_Based_Trend_Analysis_Using_BoW_Models/links/613736bd2b40ec7d8bed971b/Dec18-Twitter-Based-Trend-Analysis-Using-BoW-Models.pdf,86452,False,False,0.2
2019yGfNfuH,"TOPSIS-Nelder Mead Vertical Handover scheme in Next Generation Wireless Network”",JUL,2018,JUN,2019,"E.M. Malathy, Dr.Vijayalakshmi Muthuswamy, N. Radha",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Caribbean Journal of Science",NULL,2019,1,8,601-604,"Scopus, Web of Sciences",NULL,NULL,10.35940/ijrte.B1111.0782S319,NULL,https://www.ijrte.org/wp-content/uploads/papers/v8i2S3/B11110782S319.pdf,86452,False,False,0.4
2019yRZycXY,"Epileptic Seizure Prediction Through Machine Learning and Spatio-Temporal Features Based Time Series Analysis of Intracranial Electroencephalogram Data",JUL,2019,JUN,2020,"N. Ilakiyaselvan, Hardik Bhatt, Utkarsh Shukla, A. Nayeemulla khan, A. Shahina",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Engineering and Advanced Technology",NULL,2019,10,9,NULL,Scopus,NULL,NULL,10.35940/ijeat.A2063.109119,NULL,https://www.ijeat.org/portfolio-item/A2068109119/,22498958,False,False,0
2019ZKSsXrP,"Predicting Learning Behaviour of Online Course Learners' using Hybrid Deep Learning Model,",JUL,2018,JUN,2019,"S. Kavitha, S. Mohanavalli and B. Bharathi",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter",NULL,NULL,2019,6,NULL,NULL,Scopus,NULL,3,10.1109/MITE.2018.8747136,NULL,https://ieeexplore.ieee.org/xpl/conhome/8742734/proceeding,NULL,False,False,NULL
2020aXDaEKa,"Hybrid Fusion based Learning Model for Biometric Authentication",JUL,2019,JUN,2020,"Poornima S, Kavitha S, Sheerin Sitara N, Balaprasanna A S",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Caribbean Journal of Science",NULL,2020,1,53,606-613,"Scopus, Web of Sciences",NULL,NULL,NULL,NULL,https://bioone.org/journals/caribbean-journal-of-science/,86452,False,False,0.4
2020BAoeoXM,"Multi-model fusion based satellite image classification using Versatile Unsupervised Vector Zone (VUVZ) fusion and Intensive Pragmatic Blossoms (IPB) technique",JUL,2019,JUN,2020,"Swathika, R & SreeSharmila",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Multimedia Tools and Applications",NULL,2020,2,79,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1007/s11042-019-07872-y,NULL,https://www.springer.com/journal/11042,13807501,False,False,3.6
2020BWYchzJ,"Phoneme classification in reconstructed phase space with convolutional neural networks",JUL,2020,JUN,2021,"R. John Wesley, A. Nayeemulla Khan, and A. Shahina,",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Pattern Recognition Letters",NULL,2020,7,135,299-306,"Scopus, Web of Sciences",Q1,NULL,10.1016/j.patrec.2020.05.002,NULL,https://www.sciencedirect.com/journal/pattern-recognition-letters,1678655,False,False,5.1
2020CAafmXr,"Epilepsy Prediction using a Combined LSTM - XGBoost System on EEG Signals",JUL,2020,JUN,2021,"Shanmuga Skandh Vinayak E, Shahina A, Nayeemulla Khan A",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Innovative Technology and Exploring Engineering (IJITEE)",NULL,2020,11,10,18-24,Scopus,NULL,NULL,NULL,NULL,www.ijitee.org,22783075,False,False,0
2020DaDUjGP,"A survey on technologies and security protocols: Reference for Future Generation IoT",JUL,2020,JUN,2021,"R. Yugha and Dr. S. Chithra",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Network and Computer Applications",NULL,2020,11,169,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1016/j.jnca.2020.102763,NULL,https://www.sciencedirect.com/journal/journal-of-network-and-computer-applications,10958592,False,False,8.7
2020dHAmVbV,"Reconfigurable silicon nanotube using numerical simulations.",JUL,2020,JUN,2021,"Justeena AN, Ambika R, Sadagopan PS, Srinivasan R",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"JOURNAL OF COMPUTATIONAL ELECTRONICS",NULL,2020,9,19,NULL,"Scopus, Web of Sciences",Q2,NULL,10.1007/s10825-020-01522-5,NULL,https://www.springer.com/journal/10825,15698025,False,False,2.1
2020DjLOQmW,"Data Augmentation Using Virtual Microphone Array Synthesis and Multi-Resolution Feature Extraction for Isolated Word Dysarthric Speech Recognition",JUL,2019,JUN,2020,"T. A. M. Celin, T. Nagarajan and P. Vijayalakshmi",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"IEEE Journal of Selected Topics in Signal Processing",NULL,2020,2,14,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1109/JSTSP.2020.2972161,NULL,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=4200690,19324553,False,False,7.5
2020evgBmWk,"Construction and Evaluation of Tamil Speech Emotion Corpus",JUL,2020,JUN,2021,"Vasuki, P., Sambavi, B. & Joe, V",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Natl. Acad. Sci. Lett.",NULL,2020,11,43,NULL,"Scopus, Web of Sciences",Q3,NULL,10.1007/s40009-020-00907-1,NULL,https://www.springer.com/journal/40009,NULL,False,False,1.1
2020fapGQBI,"Hierarchical classifier design for speech emotion recognition in the mixed-cultural environment",JUL,2019,JUN,2020,"P. Vasuki & Chandrabose Aravindan",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Experimental & Theoretical Artificial Intelligence",NULL,2020,6,33,451-456,"Scopus, Web of Sciences",Q1,NULL,10.1080/0952813X.2020.1764630,NULL,https://www.tandfonline.com/journals/teta20,13623079,False,False,2.2
2020fEXktOc,"Analysis of algorithms to estimate glottal closure instants from speech signals.",JUL,2020,JUN,2021,"Rachel, G.A., Vijayalakshmi, P. & Nagarajan, T.",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Speech Technology",NULL,2020,9,23,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1007/s10772-020-09752-5,NULL,https://www.springer.com/journal/10772,13812416,False,False,0
2020FJRkmgI,"Visual Speech Recognition using fusion of Motion and Geometric Features",JUL,2019,JUN,2020,"N. Radha, A. Shahina, A. Nayeemullakhan",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter",NULL,NULL,2020,6,171,924-933,Scopus,NULL,NULL,NULL,NULL,NULL,NULL,False,False,NULL
2020FTzpbWU,"Resource Scheduling Algorithms for Cloud Computing Environment: A Literature Survey.",JUL,2019,JUN,2020,"Arulkumar, V., Bhalaji, N. (2020).",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter",NULL,NULL,2020,1,89,NULL,Scopus,Q4,311,10.1007/978-981-15-0146-3,NULL,https://doi.org/10.1007/978-981-15-0146-3,23673370,False,False,NULL
2020hzCUEDC,"Remaining Useful Life (RUL) Estimation of Lead Acid Battery using Bayesian Approach",JUL,2019,JUN,2020,"Dr.N.Bhalaji and Rimi Chowdhry",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Electrical Engineering and Automation",NULL,2020,4,2,25-34,NULL,NULL,NULL,10.36548/jeea.2020.1.003,NULL,https://irojournals.com/iroeea/,2582-3051,False,False,0
2020IjHXdOv,"Object Detection In Underwater Acoustic Images Using Edge Based Segmentation Method",JUL,2019,JUN,2020,"R. Priyadharsini, T. Sree Sharmila",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter",NULL,NULL,2020,2,165,759-765,Scopus,Q2,NULL,10.1016/j.procs.2020.01.015,NULL,https://www.sciencedirect.com/journal/procedia-computer-science,1877-0509,False,False,NULL
2020jLzbJjI,"Multi-Level Single-Channel Speech Enhancement Using a Unified Framework for Estimating Magnitude and Phase Spectra,",JUL,2019,JUN,2020,"Lavanya T, Nagarajan. T and Vijayalakshmi. P",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"IEEE/ACM Transactions on Audio, Speech, and Language Processing",NULL,2020,4,28,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1109/TASLP.2020.2986877,NULL,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=6570655,23299304,False,False,5.4
2020jUvvnln,"Detection of Propaganda from News Articles using Deep Learning",JUL,2019,JUN,2020,"SuthanthiraDevi, P. Karthika, S. Sowmya, K. Srinidhi, S. Pavithra, S,",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International Journal of Advanced Trends in Computer Science and Engineering",NULL,2020,5,9,3500-3505,Scopus,NULL,NULL,10.30534/ijatcse/2020/155932020,NULL,https://doi.org/10.30534/ijatcse/2020/155932020,NULL,False,False,0
2020locaNzS,"MOOCVERSITY - Deep Learning Based Dropout Prediction in MOOCs over Weeks",JUL,2020,JUN,2021,"Dr. N. Bhalaji and Vignesh. M",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Soft Computing Paradigm",NULL,2020,9,2,140-152,NULL,NULL,NULL,10.36548/jscp.2020.3.001,NULL,https://irojournals.com/jscp/,NULL,False,False,0
2020MLsVsWq,"Deep learning approach to detect seizure using reconstructed phase space images",JUL,2019,JUN,2020,"N. Ilakiyaselvan, A. Nayeemulla khan , A. Shahina",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Biomedical Research",NULL,2020,1,34,238-248,"Scopus, Web of Sciences",Q2,NULL,10.7555/JBR.34.20190043,NULL,http://www.jbr-pub.org.cn/article/doi/10.7555/JBR.34.20190043?viewType=HTML,1674-8301,False,False,2.3
2020MNocBxL,"A new multi-level radial difference encoded pattern for image classification and retrieval",JUL,2020,JUN,2021,"Pavithra, L.K., Sree Sharmila, T.",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Multidim Syst Sign Process",NULL,2020,10,31,NULL,"Scopus, Web of Sciences",Q1,NULL,10.1007/s11045-020-00713-4,NULL,https://www.springer.com/journal/11045,0923-6082,False,False,2.5
2020msZIDEV,"Medical Data Management Using Blockchain",JUL,2020,JUN,2021,"Bhalaji N, Aishwarya V, Krithika Balaji",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of ISMAC (2020)",NULL,2020,12,2,222-231,NULL,NULL,NULL,10.36548/jismac.2020.4.006,NULL,https://irojournals.com/iroismac/,2582-1369,False,False,0
2020pGsdGMm,"Social Media Veracity Detection System Using Calibrate Classifier",JUL,2020,JUN,2021,"P. SuthanthiraDevi & S. Karthika",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Computational Intelligence in Data Science",NULL,2020,11,578,NULL,Scopus,Q3,1,10.1007/978-3-030-63467-4,NULL,https://doi.org/10.1007/978-3-030-63467-4,NULL,False,False,0
2020plrTcWX,"Start to Finish Automation Achieve on Cloud with Build Channel: By DevOps Method,",JUL,2019,JUN,2020,NULL,NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Procedia Computer Science",NULL,2020,2,165,399-405,Scopus,Q2,NULL,10.1016/j.procs.2020.01.032,NULL,https://www.sciencedirect.com/journal/procedia-computer-science,1877-0509,False,False,NULL
2020PQEUaEQ,"Inter-Hemispherical Investigations on the Functional Connectivity in Controls and Autism Spectrum Using Resting State fMRI",JUL,2019,JUN,2020,"S. Vidhusha, A. Kavitha",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Innovations, Algorithms, and Applications in Cognitive Informatics and Natural Intelligence",NULL,2020,2,NULL,169-186,Scopus,NULL,NULL,10.4018/978-1-7998-3038-2.ch009,NULL,NULL,NULL,False,False,NULL
2020QQREtnz,"Optimized Feature Integration and Minimized Search Space in Content Based Image Retrieval,",JUL,2019,JUN,2020,"LK Pavithra, T Sree Sharmila,",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter",NULL,NULL,2020,2,165,691-700,Scopus,Q2,NULL,10.1016/j.procs.2020.01.065,NULL,https://www.sciencedirect.com/journal/procedia-computer-science,1877-0509,False,False,NULL
2020QYzEdbR,"Entropy Analysis on Planar Anamorphic Images",JUL,2019,JUN,2020,"S Bobby Stefy Chris, L K Pavithra, R Srinivasan, T Sree Sharmila",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Procedia Computer Science",NULL,2020,2,165,774-780,Scopus,Q2,NULL,10.1016/j.procs.2020.01.012,NULL,https://www.sciencedirect.com/journal/procedia-computer-science,1877-0509,False,False,NULL
2020RNHKIYj,"Adaptive multi-band filter structure-based far-end speech enhancement",JUL,2020,JUN,2021,"M. P. A. Jeeva, T. Nagarajan and P. Vijayalakshmi",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"IET Signal Processing",NULL,2020,7,14,288-299,"Scopus, Web of Sciences",Q2,NULL,10.1049/iet-spr.2019.0226,NULL,https://www.sciencepubco.com/index.php/ijet/issue/view/360,17519675,False,False,1.7
2020SOWCrdT,"Sensitive Keyword Extraction Based on Cyber Keywords and LDA in Twitter to Avoid Regrets",JUL,2020,JUN,2021,"R.Geetha, S.Karthika",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Computational Intelligence in Data Science",NULL,2020,11,578,59-70,Scopus,Q3,1,10.1007/978-3-030-63467-4,NULL,https://doi.org/10.1007/978-3-030-63467-4,NULL,False,False,0
2020TcwVmki,"Reconfigurable FET-Based SRAM and Its Single Event Upset Performance Analysis Using TCAD",JUL,2020,JUN,2021,"Nisha Justeena, R. Srinivasan",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Microelectronics Journal",NULL,2020,7,101,NULL,"Scopus, Web of Sciences",Q2,NULL,10.1016/j.mejo.2020.104815,NULL,https://www.sciencedirect.com/journal/microelectronics-journal,9598324,False,False,2.2
2020TDOQpvt,"Tweet Classification Using Deep Learning Approach to Predict Sensitive Personal Data",JUL,2020,JUN,2021,"R.Geetha, S.Karthika, S. Mohanavalli,",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Advances in Electrical and Computer Technologies,",NULL,2020,9,672,NULL,Scopus,Q4,4,10.1007/978-981-15-5558-9,NULL,https://link.springer.com/book/10.1007/978-981-15-5558-9,18761119,False,False,0
2020tQMseSr,"EL DAPP – An Electrıcıty Meter Trackıng Decentralızed Applıcatıon",JUL,2019,JUN,2020,"Dr.N.Bhalaji and Shanmuga skanth Vinayak",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Electrical Engineering and Automation",NULL,2020,4,2,49-71,NULL,NULL,NULL,10.36548/jei.2020.1.006,NULL,https://irojournals.com/iroei/,2186-0114,False,False,0
2020UrXkUMf,"Influence of Primary Auditory Cortex in the Characterization of Autism Spectrum in Young Adults using Brain Connectivity Parameters and Deep Belief Networks: An fMRI Study",JUL,2019,JUN,2020,"Vidhusha Srinivasan, Udayakumar N, Kavitha Anandan",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Current Medical Imaging",NULL,2020,5,16,1059-1073,"Scopus, Web of Sciences",Q3,NULL,10.2174/1573405615666191111142039,NULL,https://www.eurekaselect.com/journal/33,15734056,False,False,1.4
2020uZVOIHV,"Prediction of indian GDP using grey forecast model",JUL,2020,JUN,2021,"V. Laasya Subramanyam, V. Sasya Subramanyam, Shamita Dev and Shruthi Arun",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"International journal of innovative technology and exploring engineering (IJITEE)",NULL,2020,12,10,18-25,Scopus,NULL,NULL,10.35940/ijitee.B8229.1210220,NULL,100.1/ijitee.B82291210220,22783075,False,False,0
2020XKzpPwo,"Modern Parking Business Using Blockchain and Internet of Things (IoT).",JUL,2019,JUN,2020,"Narayanan, V.V., Ranjith Kumar, M.V., Saxena, K., Madhavan, P., Bhalaji, N. (2020).",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter",NULL,NULL,2020,2,1056,NULL,Scopus,NULL,NULL,10.1007/978-981-15-0199-9,NULL,https://doi.org/10.1007/978-981-15-0199-9,2194-5365,False,False,NULL
2020XTeoyLk,"Fog Computıng – A Rasperry Pı Decentralızed Network",JUL,2019,JUN,2020,"N.Bhalaji and Shanmuga skanth Vinayak",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Journal of Information Technology and Digital World",NULL,2020,4,2,27-42,NULL,NULL,NULL,10.36548/jitdw.2020.1.003,NULL,https://irojournals.com/itdw/,NULL,False,False,0
2020xtVBrBj,"A Study on the Impact of Lombard Effect on Recognition of Hindi Syllabic Units Using CNN Based Multimodal ASR Systems",JUL,2019,JUN,2020,"Uma Maheswari S, Shahina A, Rishikesh R and Nayeemulla Khan A",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Archives of Acoustics",NULL,2020,4,45,NULL,"Scopus, Web of Sciences",Q2,NULL,NULL,NULL,https://acoustics.ippt.pan.pl/index.php/aa/index,1375075,False,False,1.043
2020XTWheev,"Eye Blink Detection Using Back Ground Subtraction and Gradient-Based Corner Detection for Preventing CVS",JUL,2019,JUN,2020,"T Sree Sharmila, R Srinivasan, K K Nagarajan, S Athithya",NULL,NULL,NULL,False,NULL,NULL,inbook,"Book Chapter","Procedia Computer Science",NULL,2020,2,165,781-789,Scopus,Q2,NULL,10.1016/j.procs.2020.01.011,NULL,https://www.sciencedirect.com/journal/procedia-computer-science,18770509,False,False,NULL
2020yoHOjEH,"Investigation of heavy-ion strikes on a fin field-effect transistor-based low-noise amplifier",JUL,2020,JUN,2021,"P Rajendiran1, K K Nagarajan2 and R Srinivasan",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"Semiconductor Science and Technology",NULL,2020,11,35,NULL,"Scopus, Web of Sciences",Q2,NULL,10.1088/1361-6641/abc1fe,NULL,https://iopscience.iop.org/journal/0268-1242,1361-6641,False,False,1.9
2020YwICnYk,"An Improved Seed Point Selection-Based Unsupervised Color Clustering for Content-Based Image Retrieval Application",JUL,2019,JUN,2020,"L. K. Pavithra, T. Sree Sharmila",NULL,NULL,NULL,False,NULL,NULL,article,Journal,"The Computer Journal",NULL,2020,1,63,337-350,"Scopus, Web of Sciences",Q2,NULL,10.1093/comjnl/bxz017,NULL,https://doi.org/10.1093/comjnl/bxz017,14602067,False,False,1.4
