uniqueid,title,start_academic_month,start_academic_year,end_academic_month,end_academic_year,first_author,second_author,third_author,other_authors,is_student_author,student_name,student_batch,specification,publication_type,publication_name,publisher,year_of_publishing,month_of_publishing,volume,page_number,indexing,quartile,citation,doi,front_page_path,url,ISSN,verified,admin_verified,impact_factor
2024JUL101038s41598024828381,"SRADHO: statistical reduction approach with deep hyper optimization for disease classification using artificial intelligence",JUL,2024,JUN,2025,"G. Sathish Kumar","E. Suganya","S. Sountharrajan","Balamurugan Balusamy, Adil O. Khadidos, Alaa O. Khadidos, Shitharth Selvarajan",Yes,NULL,NULL,article,Journal,"Scientific Reports","Springer Science and Business Media LLC",2025,1,15,NULL,Scopus,Q1,4,10.1038/s41598-024-82838-1,NULL,https://doi.org/10.1038/s41598-024-82838-1,2045-2322,False,False,3.9
2024JUL101038s41598025899042,"An intelligent emotion prediction system using improved sand cat optimization technique based on EEG signals",JUL,2024,JUN,2025,"Amutha Prabakar Muniyandi","Kayal Padmanandam","Karthika Subbaraj","Alaa O. Khadidos, Adil O. Khadidos, N. Deepa, Shitharth Selvarajan",No,NULL,NULL,article,Journal,"Scientific Reports","Springer Science and Business Media LLC",2025,3,15,NULL,Scopus,Q1,1,10.1038/s41598-025-89904-2,NULL,https://doi.org/10.1038/s41598-025-89904-2,2045-2322,False,False,3.9
2024JUL101038s41598025951183,"An optimized deep learning based hybrid model for prediction of daily average global solar irradiance using CNN SLSTM architecture",JUL,2024,JUN,2025,"Yuvaraj Mariappan","Karthikeyan Ramasamy","Durgadevi Velusamy",NULL,No,NULL,NULL,article,Journal,"Scientific Reports","Springer Science and Business Media LLC",2025,3,15,NULL,Scopus,Q1,9,10.1038/s41598-025-95118-3,NULL,https://doi.org/10.1038/s41598-025-95118-3,2045-2322,False,False,3.9
2024JUL101038s41598025984733,"Mitigating side channel attacks on FPGA through deep learning and dynamic partial reconfiguration",JUL,2024,JUN,2025,"Sesibhushana Rao Bommana","Sreehari Veeramachaneni","Syed Ershad","MB Srinivas",No,NULL,NULL,article,Journal,"Scientific Reports","Springer Science and Business Media LLC",2025,4,15,NULL,Scopus,Q1,0,10.1038/s41598-025-98473-3,NULL,https://doi.org/10.1038/s41598-025-98473-3,2045-2322,False,False,3.8
2024JUL1010801543507520242436535,"Bagging ensemble of artificial neural networks with weighted averaging and grey wolf optimization for solar photovoltaic power generation prediction",JUL,2024,JUN,2025,"Chockalingam Alagappan","Karthikeyan Ramasamy","Durgadevi Velusamy",NULL,No,NULL,NULL,article,Journal,"International Journal of Green Energy","Informa UK Limited",2024,12,22,1587-1601,Scopus,Q2,0,10.1080/15435075.2024.2436535,NULL,https://doi.org/10.1080/15435075.2024.2436535,"1543-5075 1543-5083",False,False,3.1
2024JUL10108814024896ad7f9a,"Radiation influence on planar reconfigurable field effect transistor low noise amplifier performance",JUL,2024,JUN,2025,"Rajendiran P","Srinivasan R",NULL,NULL,No,NULL,NULL,article,Journal,"Physica Scripta","IOP Publishing",2024,10,99,115304,Scopus,Q2,0,10.1088/1402-4896/ad7f9a,NULL,https://doi.org/10.1088/1402-4896/ad7f9a,"0031-8949 1402-4896",False,False,2.6
2024JUL101109access20253552529,"Addressing Adversarial Attacks in IoT Using Deep Learning AI Models",JUL,2024,JUN,2025,"Sesibhushana Rao Bommana","Sreehari Veeramachaneni","Syed Ershad Ahmed","M. B. Srinivas",No,NULL,NULL,article,Journal,"IEEE Access","Institute of Electrical and Electronics Engineers (IEEE)",2025,NULL,13,50437-50449,Scopus,Q1,1,10.1109/access.2025.3552529,NULL,https://doi.org/10.1109/access.2025.3552529,2169-3536,False,False,3.4
2024JUL101109access20253569606,"Fusion of Multimodal Audio Data for Enhanced Speaker Identification Using Kolmogorov-Arnold Networks",JUL,2024,JUN,2025,"Aryaman Tamotia","Dhruv Shantu Karmokar","Rethi Komal","K. Khadar Nawas, A. Shahina, A. Nayeemulla Khan",No,NULL,NULL,article,Journal,"IEEE Access","Institute of Electrical and Electronics Engineers (IEEE)",2025,NULL,13,87640-87653,Scopus,Q1,1,10.1109/access.2025.3569606,NULL,https://doi.org/10.1109/access.2025.3569606,2169-3536,False,False,3.6
2024JUL101109les20243485002,"Energy-Efficient Decoding and Encoding Hardware for Optimized Posit Arithmetic",JUL,2024,JUN,2025,"Aditya Anirudh Jonnalagadda","Rishi Thotli","Sreehari Veeramachaneni","Uppugunduru Anil Kumar, Syed Ershad Ahmed",Yes,NULL,NULL,article,Journal,"IEEE Embedded Systems Letters","Institute of Electrical and Electronics Engineers (IEEE)",2025,6,17,131-134,Scopus,Q2,0,10.1109/les.2024.3485002,NULL,https://doi.org/10.1109/les.2024.3485002,"1943-0663 1943-0671",False,False,1.7
2024JUL101109tai20243441520,"Intelligent Multigrade Brain Tumor Identification in MRI: A Metaheuristic-Based Uncertain Set Framework",JUL,2024,JUN,2025,"Saravanan Alagarsamy","Vishnuvarthanan Govindaraj","A. Shahina","D. Nagarajan",No,NULL,NULL,article,Journal,"IEEE Transactions on Artificial Intelligence","Institute of Electrical and Electronics Engineers (IEEE)",2024,11,5,5381-5391,Scopus,Q1,6,10.1109/tai.2024.3441520,NULL,https://doi.org/10.1109/tai.2024.3441520,2691-4581,False,False,4.9
2024JUL101109tce20253571597,"Reliable Secured Consumer IIoT Framework With Multi Layer Attack Interpretation and Prevention",JUL,2024,JUN,2025,"M. K. Nallakaruppan","Rajesh Kumar Dhanaraj","Shubhi Shukla","Karthika Subbaraj, Siddhesh Fuladi, Shitharth Selvarajan, Ahmad Alkhayyat, Nazik Alturki",Yes,NULL,NULL,article,Journal,"IEEE Transactions on Consumer Electronics","Institute of Electrical and Electronics Engineers (IEEE)",2025,5,71,5036-5043,Scopus,Q1,0,10.1109/tce.2025.3571597,NULL,https://doi.org/10.1109/tce.2025.3571597,"0098-3063 1558-4127",False,False,10.9
2024JUL101134s1063782624601511,"Vertically Stacked Three-Gate Reconfigurable Nanosheet and Reconfigurable Nanowire Transistors",JUL,2024,JUN,2025,"G. Durga Jayakumar","Girish Babu B.","Keerthana Reddy R.","R. Srinivasan",No,NULL,NULL,article,Journal,Semiconductors,"Pleiades Publishing Ltd",2024,11,58,894-902,Scopus,Q4,0,10.1134/s1063782624601511,NULL,https://doi.org/10.1134/s1063782624601511,"1063-7826 1090-6479",False,False,0.6
2024JUL101142s0219477525500427,"A Method to Design Efficient Noise Shaping IIR Filters for Delta-Sigma Modulators using Modified Jacobian Chain Functions",JUL,2024,JUN,2025,"J. Arockia Twinkle","R. Srinivasan","Premanand V. Chandramani",NULL,No,NULL,NULL,article,Journal,"Fluctuation and Noise Letters","World Scientific Pub Co Pte Ltd",2025,4,24,NULL,Scopus,Q3,0,10.1142/s0219477525500427,NULL,https://doi.org/10.1142/s0219477525500427,"0219-4775 1793-6780",False,False,0.9
2024JUL101142s0219477525500439,"Spectral Mapping of Lombard Speech to Normal Speech: A Deep Learning Approach to Improved Lombard Effect Compensation",JUL,2024,JUN,2025,"S. Uma Maheswari","A. Shahina","A. Nayeemulla Khan",NULL,No,NULL,NULL,article,Journal,"Fluctuation and Noise Letters","World Scientific Pub Co Pte Ltd",2025,4,24,NULL,Scopus,Q3,0,10.1142/s0219477525500439,NULL,https://doi.org/10.1142/s0219477525500439,"0219-4775 1793-6780",False,False,0.9
2024JUL1011591eeiv14i18254,"Swift and efficient cinnamon plant disease classification using robust feature extraction and machine learning techniques",JUL,2024,JUN,2025,"Sujithra Thandapani","Durai Selvaraj","Mohamed Iqbal Mahaboob","Venkatakrishnan Chakravarathi Bharathi, Prabhu Vinayagam",No,NULL,NULL,article,Journal,"Bulletin of Electrical Engineering and Informatics","Institute of Advanced Engineering and Science",2025,2,14,421-428,Scopus,Q3,0,10.11591/eei.v14i1.8254,NULL,https://doi.org/10.11591/eei.v14i1.8254,"2302-9285 2089-3191",False,False,NULL
2024JUL1021917ijsc20250509,"SEMANTIC BASED EXTRACTIVE DOCUMENT SUMMARIZATION USING DEEP LEARNING MODEL",JUL,2024,JUN,2025,"Divya S","Sripriya N",NULL,NULL,Yes,NULL,NULL,article,Journal,"ICTACT Journal on Soft Computing","ICT Academy",2025,1,15,3669-3681,Scopus,NULL,0,10.21917/ijsc.2025.0509,NULL,https://doi.org/10.21917/ijsc.2025.0509,"0976-6561 2229-6956",False,False,0.714
2024JUL1024874pes0701d007,"TOWARDS SEED SELECTION AND YIELD ASSESSMENT FOR AGRICULTURAL PRODUCTIVITY IN INDIA",JUL,2024,JUN,2025,"Durai Selvaraj","Sujithra Thandapani","Mohamed Iqbal Mahaboob","K Kishore Kumar",No,NULL,NULL,article,Journal,"Proceedings on Engineering Sciences","Faculty of Engineering, University of Kragujevac",2025,3,7,507-516,Scopus,Q3,0,10.24874/pes07.01d.007,NULL,https://doi.org/10.24874/pes07.01d.007,"2620-2832 2683-4111",False,False,NULL
2024JUL103390s25061852,"STID-Net: Optimizing Intrusion Detection in IoT with Gradient Descent",JUL,2024,JUN,2025,"James Deva Koresh Hezekiah","Usha Nandini Duraisamy","Kalaichelvi Nallusamy","Avudaiammal Ramalingam, Saranya Chandran, Murugesan Rajeswari Thiyagupriyadharsan, Periasamy Selvaraju, Rajagopal Maheswar",No,NULL,NULL,article,Journal,Sensors,"MDPI AG",2025,3,25,1852,Scopus,Q1,1,10.3390/s25061852,NULL,https://doi.org/10.3390/s25061852,1424-8220,False,False,3.5
2024JUL10537597669jmc202505020,"Enhancing Agricultural Productivity: IOT and Attention-Based CNN-BLSTM For Fine-Grained Crop Disease Detection",JUL,2024,JUN,2025,"Cuddapah Anitha","Ambika B","Vasuki P","Rajesh Kumar T, Ebinezer M J D, Sheeba Santhosh",No,NULL,NULL,article,Journal,"Journal of Machine and Computing","Anapub Publications",2025,1,5,255-263,Scopus,Q4,0,10.53759/7669/jmc202505020,NULL,https://doi.org/10.53759/7669/jmc202505020,"2788-7669 2789-1801",False,False,0.147
2024JUL1056294dm2025478,"Detection and segmentation of meningioma tumors using improved cloud empowered visual geometry group (cloud-ivgg) deep learning structure",JUL,2024,JUN,2025,"V Sivamurugan","N Radha","R Swathika",NULL,No,NULL,NULL,article,Journal,"Data and Metadata","AG Editor (Argentina)",2025,1,4,478,Scopus,Q3,0,10.56294/dm2025478,NULL,https://doi.org/10.56294/dm2025478,2953-4917,False,False,4.05
2024JUL1058346jisis2025i2052,"Neural Program Synthesis for Automatic Image Enhancement",JUL,2024,JUN,2025,"Vasuki P","Sripriya N","Jacindha S","Abishek G, Supriya Abirami A",Yes,NULL,NULL,article,Journal,"Journal of Internet Services and Information Security","SASA Publications",2025,5,15,791-806,Scopus,Q2,0,10.58346/jisis.2025.i2.052,NULL,https://doi.org/10.58346/jisis.2025.i2.052,"2182-2069 2182-2077",False,False,5.4
2024JUL107717peerjcs2424,"Unified extractive-abstractive summarization: a hybrid approach utilizing BERT and transformer models for enhanced document summarization",JUL,2024,JUN,2025,"Divya S.","Sripriya N.","J. Andrew","Manuel Mazzara",Yes,NULL,NULL,article,Journal,"PeerJ Computer Science",PeerJ,2024,11,10,e2424,Scopus,Q1,3,10.7717/peerj-cs.2424,NULL,https://doi.org/10.7717/peerj-cs.2424,2376-5992,False,False,3.8
2024JULBPDLwTF,"AI-Powered brain tumor classification and predictive system using convolutional neural networks model",JUL,2024,JUN,2025,"Sivamurugan V","Swathika R","Radha N",NULL,No,NULL,NULL,article,Journal,Salud,NULL,2025,1,5,NULL,NULL,Q4,0,10.56294/saludcyt20251099,NULL,https://doi.org/10.56294/saludcyt20251099,27969711,False,False,0.13
2024JULCtDzwJN,"A Comprehensive Python tool for Interval Valued Bipolar Neutrosophic Sets and Operation",JUL,2024,JUN,2025,"Sofia Jennifer J","Florentin Smarandache","Pranesh Kumar S P","Kalaivani C",Yes,NULL,NULL,article,Journal,"Journal of fuzzy extension and applications",NULL,2025,NULL,6,NULL,NULL,Q1,0,10.22105/jfea.2024.446338.1395,NULL,https://doi.org/10.22105/jfea.2024.446338.1395,NULL,False,False,NULL
2024JULekEVVRK,"Multimodal Fusion and Cutting-Edge AI-Based Smart Vending Machines for Electronic Component Management",JUL,2024,JUN,2025,"S. SOUNTHARRAJAN","S. SANKARANANTH",M.Karthiga,"Syarifahbahiyah, K. VENKATESAN, E.Suganya",No,NULL,NULL,article,Journal,"IEEE ACCESS",NULL,2024,NULL,13,NULL,NULL,Q1,0,10.1109/ACCESS.2024.3523774,NULL,NULL,NULL,False,False,3.4
2024JULMCpZRDa,"A Neutrosophic Approach for Breast Mass Detection in digital Mammogram Images",JUL,2024,JUN,2025,"Kalaivani C","Sofia Jennifer J",NULL,NULL,No,NULL,NULL,article,Journal,"Neutrosophic Sets and Systems",NULL,2024,NULL,73,NULL,NULL,Q1,0,10.5281/zenodo.13989142,NULL,NULL,2331-608X,False,False,1.98
2024JULtSXBeOM,"Genre Classification of English and Tamil Songs using CNN",JUL,2024,JUN,2025,"Divya S","Sripriya N","Keerthana K N","Jerin J",Yes,NULL,NULL,article,Journal,"Indian Journal of Natural Sciences",NULL,2024,NULL,0,NULL,NULL,Q4,0,NULL,NULL,NULL,"0976 – 0997",False,False,3.078
2024JULudxrYBz,"Performance of Plant Disease Detection and Pest Management using Deep Neural Networks",JUL,2024,JUN,2025,"Sripriya N","Poornima S",NULL,NULL,No,NULL,NULL,article,Journal,"Indian Journal of Natural Sciences",NULL,2024,NULL,15,NULL,NULL,Q4,0,NULL,NULL,NULL,"0976 – 0997",False,False,3.078
2024JULuIAdpMo,"Hausdorf Space in Neutrosophic Ideal Topological Spaces: Applications in decision Making",JUL,2024,JUN,2025,"Kalaivani C","Sofia Jennifer J",NULL,NULL,No,NULL,NULL,article,Journal,"Neutrosophic Sets and Systems",NULL,2024,NULL,73,NULL,NULL,Q1,0,10.5281/zenodo.13989224,NULL,NULL,2331-608X,False,False,1.98
2025JUL101002pssr202400424,"Impact of Eccentricity on the Performance of Nanotube Phase-Change Memory Devices",JUL,2025,JUN,2026,"Arvind Kumar Singh","Suresh Durai","Srinivasan Raj","Anbarasu Manivannan",Yes,NULL,NULL,article,Journal,"physica status solidi (RRL) - Rapid Research Letters",Wiley,2025,2,19,NULL,Scopus,Q2,0,10.1002/pssr.202400424,NULL,https://doi.org/10.1002/pssr.202400424,"1862-6254 1862-6270",False,False,1.9
2025JUL101007s40030025009149,"Rainfall Forecasting Model for Amaravathi Basin Using Machine Learning Approach",JUL,2025,JUN,2026,"R. Nirranjana","R. Aishwarya","S. Tejshree","K. S. Gayathri, Surendar Natarajan, P. Thirunavukkarasu",Yes,NULL,NULL,article,Journal,"Journal of The Institution of Engineers (India): Series A","Springer Science and Business Media LLC",2025,8,0,NULL,Scopus,Q2,0,10.1007/s40030-025-00914-9,NULL,https://doi.org/10.1007/s40030-025-00914-9,"2250-2149 2250-2157",False,False,0.898
2025JUL101016jasej2025103403,"Variance-based reconfigurable modules for mode decision in intra prediction algorithm",JUL,2025,JUN,2026,"Vanila Sildas","Premanand Venkatesh Chandramani","R Srinivasan","Rathinam Ananthanarayanan",Yes,NULL,NULL,article,Journal,"Ain Shams Engineering Journal","Elsevier BV",2025,7,16,103403,"Web of Sciences",Q1,0,10.1016/j.asej.2025.103403,NULL,https://doi.org/10.1016/j.asej.2025.103403,2090-4479,False,False,5.9
2025JUL101016jbspc2025107729,"Optimized Alzheimer disorder classification with DACN-MFFN utilizing OBLDE-TDO enhanced deep neural network features",JUL,2025,JUN,2026,"M. Karthiga","E. Suganya","S. Sountharrajan","J. Jeyalakshmi, Sindhu Ravindran, Shahrol Mohamaddan",No,NULL,NULL,article,Journal,"Biomedical Signal Processing and Control","Elsevier BV",2025,8,106,107729,Scopus,Q1,1,10.1016/j.bspc.2025.107729,NULL,https://doi.org/10.1016/j.bspc.2025.107729,1746-8094,False,False,4.9
2025JUL101038s41598025047426,"Design of a low-delay 4-bit parallel prefix adder using QCA technology",JUL,2025,JUN,2026,"Tushar Niranjan","Anirban Nayak","Sreehari Veeramachaneni","Syed Ershad Ahmed",Yes,NULL,NULL,article,Journal,"Scientific Reports","Springer Science and Business Media LLC",2025,7,15,NULL,Scopus,Q1,0,10.1038/s41598-025-04742-6,NULL,https://doi.org/10.1038/s41598-025-04742-6,2045-2322,False,False,3.9
2025JUL10108826318695ae000d,"TISEA: a scalable deep learning framework for multi-faceted text analytics with topic modeling, summarization, and emotion classification",JUL,2025,JUN,2026,"Sabireen H","Riddhirup Bera","Abdul Quadir Md","Christy Jackson J, A Shahina",Yes,NULL,NULL,article,Journal,"Engineering Research Express","IOP Publishing",2025,9,7,0352b1,Scopus,Q2,0,10.1088/2631-8695/ae000d,NULL,https://doi.org/10.1088/2631-8695/ae000d,2631-8695,False,False,1.6
