uniqueid,title,start_academic_month,start_academic_year,end_academic_month,end_academic_year,first_author,second_author,third_author,other_authors,is_student_author,student_name,student_batch,specification,publication_type,publication_name,publisher,year_of_publishing,month_of_publishing,volume,page_number,indexing,quartile,citation,doi,front_page_path,url,ISSN,verified,admin_verified
2018JUL101007978981130586329,Video Redundancy Investigation and Cooperative Cache Model in Wireless Network,JUL,2018,JUN,2019,E. M. Malathy,N. Radha,,,,,,inbook,Book Chapter,Lecture Notes in Networks and Systems,Springer Nature,2018,8,40,285-292,Scopus,,0,10.1007/978-981-13-0586-3_29,,http://dx.doi.org/10.1007/978-981-13-0586-3_29,2367-3370 2367-3389,False,False
2018JUL101007978981131423034,A Dual Protocol Stack for Intelligent Traffic Monitoring System,JUL,2018,JUN,2019,S. Sasirekha,S. Swamynathan,,,,,,inbook,Book Chapter,Communications in Computer and Information Science,Springer Nature,2018,8,876,326-337,Scopus,,0,10.1007/978-981-13-1423-0_34,,http://dx.doi.org/10.1007/978-981-13-1423-0_34,1865-0929 1865-0937,False,False
2018JUL101007978981132354613,A Comparative Evaluation of QoS-Based Network Selection Between TOPSIS and VIKOR,JUL,2018,JUN,2019,E. M. Malathy,Vijayalakshmi Muthuswamy,,,,,,inbook,Book Chapter,Lecture Notes in Networks and Systems,Springer Nature,2018,11,56,109-115,Scopus,,4,10.1007/978-981-13-2354-6_13,,http://dx.doi.org/10.1007/978-981-13-2354-6_13,2367-3370 2367-3389,False,False
2018JUL101007978981132354642,Improving Recognition of Speech System Using Multimodal Approach,JUL,2018,JUN,2019,N. Radha,A. Shahina,A. Nayeemulla Khan,,,,,inbook,Book Chapter,International Conference on Innovative Computing and Communications,Springer Singapore,2018,11,0,397-410,,,3,10.1007/978-981-13-2354-6_42,,http://dx.doi.org/10.1007/978-981-13-2354-6_42,978-981-13-2354-6,False,False
2018JUL101007978981137166022,#BiggBoss--Long-Run Event Detection and Sentiment Mining in Twitter,JUL,2017,JUN,2018,R. Geetha,P. Suthanthira Devi,S. Karthika,,,,,inbook,Book Chapter,Advances in Intelligent Systems and Computing,Springer Science and Business Media B.V.,2018,6,933,229-237,Scopus,,0,10.1007/978-981-13-7166-0_22,,http://dx.doi.org/10.1007/978-981-13-7166-0_22,2194-5357 2194-5365,False,False
2018JUL101007s0003401705679,Speech-Input Speech-Output Communication for Dysarthric Speakers Using HMM-Based Speech Recognition and Adaptive Synthesis System,JUL,2018,JUN,2019,M. Dhanalakshmi,T. A. Mariya Celin,T. Nagarajan,P. Vijayalakshmi,,,,article,Journal,CIRCUITS SYSTEMS AND SIGNAL PROCESSING,SPRINGER BIRKHAUSER,2017,5,37,674-703,"Scopus, Web of Sciences",Q2,8,10.1007/s00034-017-0567-9,,http://dx.doi.org/10.1007/s00034-017-0567-9,0278-081X 1531-5878,False,False
2018JUL101007s000340170654y,Significance of Differenced EGG Signal as a Spectrum in Phase Difference Computation for the Estimation of Glottal Closure Instants,JUL,2018,JUN,2019,G. Anushiya Rachel,N. Sripriya,P. Vijayalakshmi,T. Nagarajan,,,,article,Journal,CIRCUITS SYSTEMS AND SIGNAL PROCESSING,SPRINGER BIRKHAUSER,2017,9,37,2074-2097,"Scopus, Web of Sciences",Q2,1,10.1007/s00034-017-0654-y,,http://dx.doi.org/10.1007/s00034-017-0654-y,0278-081X 1531-5878,False,False
2018JUL101007s0003401706596,A Multilingual to Polyglot Speech Synthesizer for Indian Languages Using a Voice-Converted Polyglot Speech Corpus,JUL,2018,JUN,2019,P. Vijayalakshmi,B. Ramani,M. P. Actlin Jeeva,T. Nagarajan,,,,article,Journal,CIRCUITS SYSTEMS AND SIGNAL PROCESSING,SPRINGER BIRKHAUSER,2017,9,37,2142-2163,"Scopus, Web of Sciences",Q2,4,10.1007/s00034-017-0659-6,,http://dx.doi.org/10.1007/s00034-017-0659-6,0278-081X 1531-5878,False,False
2018JUL101007s0050001727745,Reliability score inference and recommendation using fuzzy-based technique for social media applications,JUL,2018,JUN,2019,T. Shanmuigapriya,S. Swamynathan,,,,,,article,Journal,SOFT COMPUTING,SPRINGER,2017,8,22,8289-8300,"Scopus, Web of Sciences",Q2,5,10.1007/s00500-017-2774-5,,http://dx.doi.org/10.1007/s00500-017-2774-5,1432-7643 1433-7479,False,False
2018JUL101007s1091601809345,Behavioral Modeling for Mental Health using Machine Learning Algorithms,JUL,2018,JUN,2019,M. Srividya,S. Mohanavalli,N. Bhalaji,,,,,article,Journal,JOURNAL OF MEDICAL SYSTEMS,SPRINGER,2018,4,42,,"Scopus, Web of Sciences",Q1,113,10.1007/s10916-018-0934-5,,http://dx.doi.org/10.1007/s10916-018-0934-5,0148-5598 1573-689X,False,False
2018JUL101007s1104201859148,Disc bulge diagnostic model in axial lumbar MR images using Intervertebral disc Descriptor (IdD),JUL,2018,JUN,2019,A. Beulah,T. Sree Sharmila,V. K. Pramod,,,,,article,Journal,MULTIMEDIA TOOLS AND APPLICATIONS,SPRINGER,2018,3,77,27215-27230,"Scopus, Web of Sciences",Q1,9,10.1007/s11042-018-5914-8,,http://dx.doi.org/10.1007/s11042-018-5914-8,1380-7501 1573-7721,False,False
2018JUL101007s1104201861133,Real time blink recognition from various head pose using single eye,JUL,2018,JUN,2019,Sofia Jennifer John,Sree T. Sharmila,,,,,,article,Journal,MULTIMEDIA TOOLS AND APPLICATIONS,SPRINGER,2018,6,77,31331-31345,"Scopus, Web of Sciences",Q1,5,10.1007/s11042-018-6113-3,,http://dx.doi.org/10.1007/s11042-018-6113-3,1380-7501 1573-7721,False,False
2018JUL101007s1104501705335,A wavelet transform based contrast enhancement method for underwater acoustic images,JUL,2018,JUN,2019,R. Priyadharsini,T. Sree Sharmila,V. Rajendran,,,,,article,Journal,MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING,SPRINGER,2017,11,29,1845-1859,"Scopus, Web of Sciences",Q2,35,10.1007/s11045-017-0533-5,,http://dx.doi.org/10.1007/s11045-017-0533-5,0923-6082 1573-0824,False,False
2018JUL101007s1204601809427,Ontology-based Tamil-English cross-lingual information retrieval system,JUL,2018,JUN,2019,D Thenmozhi,Chandrabose Aravindan,,,,,,article,Journal,SADHANA-ACADEMY PROCEEDINGS IN ENGINEERING SCIENCES,SPRINGER INDIA,2018,8,43,,"Scopus, Web of Sciences",,10,10.1007/s12046-018-0942-7,,http://dx.doi.org/10.1007/s12046-018-0942-7,0256-2499 0973-7677,False,False
2018JUL101007s4165001800092,State of Art: Vertical Handover Decision Schemes in Next-Generation Wireless Network,JUL,2018,JUN,2019,E. M. Malathy,Vijayalakshmi Muthuswamy,,,,,,article,Journal,Journal of Communications and Information Networks,Posts and Telecom Press Co Ltd,2018,3,3,43-52,Scopus,,26,10.1007/s41650-018-0009-2,,http://dx.doi.org/10.1007/s41650-018-0009-2,2096-1081 2509-3312,False,False
2018JUL101016jcompeleceng201708030,"An efficient framework for image retrieval using color, texture and edge features",JUL,2018,JUN,2019,L.K. Pavithra,T. Sree Sharmila,,,,,,article,Journal,COMPUTERS & ELECTRICAL ENGINEERING,PERGAMON-ELSEVIER SCIENCE LTD,2018,8,70,580-593,"Scopus, Web of Sciences",,57,10.1016/j.compeleceng.2017.08.030,,http://dx.doi.org/10.1016/j.compeleceng.2017.08.030,0045-7906,False,False
2018JUL101016jcompeleceng201803015,BCI cinematics - A pre-release analyser for movies using H2O deep learning platform,JUL,2018,JUN,2019,Sundhara Kumar K.B,Krishna G,Bhalaji N,Chithra S,No,,,article,Journal,COMPUTERS & ELECTRICAL ENGINEERING,Elsevier BV,2019,3,74,547-556,"Scopus, Web of Sciences",Q1,6,10.1016/j.compeleceng.2018.03.015,,http://dx.doi.org/10.1016/j.compeleceng.2018.03.015,0045-7906,False,False
2018JUL101016jmicrorel201808001,Heavy ion impact on narrow band cascoded low noise amplifier,JUL,2018,JUN,2019,P. Rajendiran,R. Srinivasan,,,,,,article,Journal,MICROELECTRONICS RELIABILITY,PERGAMON-ELSEVIER SCIENCE LTD,2018,12,91,31-37,"Scopus, Web of Sciences",,4,10.1016/j.microrel.2018.08.001,,http://dx.doi.org/10.1016/j.microrel.2018.08.001,0026-2714,False,False
2018JUL101016jpatrec201710011,An analysis of the effect of combining standard and alternate sensor signals on recognition of syllabic units for multimodal speech recognition,JUL,2018,JUN,2019,Radha N.,Shahina A.,Prabha P.,"Preethi Sri B.T., Nayeemulla Khan A.",,,,article,Journal,PATTERN RECOGNITION LETTERS,ELSEVIER,2018,11,115,39-49,"Scopus, Web of Sciences",Q1,6,10.1016/j.patrec.2017.10.011,,http://dx.doi.org/10.1016/j.patrec.2017.10.011,0167-8655,False,False
2018JUL101049ietcvi20185289,Automated skin lesion segmentation of dermoscopic images using GrabCut and k-means algorithms,JUL,2018,JUN,2019,Seetharani Murugaiyan Jaisakthi,Palaniappan Mirunalini,Chandrabose Aravindan,,,,,article,Journal,IET COMPUTER VISION,WILEY,2018,7,12,1088-1095,"Scopus, Web of Sciences",,60,10.1049/iet-cvi.2018.5289,,http://dx.doi.org/10.1049/iet-cvi.2018.5289,1751-9632 1751-9640,False,False
2018JUL101109mite20188747136,Predicting Learning Behaviour of Online Course Learners' using Hybrid Deep Learning Model,JUL,2018,JUN,2019,S. Kavitha,S. Mohanavalli,B. Bharathi,,No,,,inbook,Book Chapter,"2018 IEEE 6th International Conference on MOOCs, Innovation and Technology in Education (MITE)",IEEE,2018,11,0,98-102,,,4,10.1109/mite.2018.8747136,,http://dx.doi.org/10.1109/mite.2018.8747136,,False,False
2018JUL101111coin12158,A Naive Bayes approach for URL classification with supervised feature selection and rejection framework,JUL,2018,JUN,2019,R. Rajalakshmi,Chandrabose Aravindan,,,,,,article,Journal,COMPUTATIONAL INTELLIGENCE,WILEY,2018,1,34,363-396,"Scopus, Web of Sciences",Q2,25,10.1111/coin.12158,,http://dx.doi.org/10.1111/coin.12158,0824-7935 1467-8640,False,False
2018JUL1011453265751,Pause-Based Phrase Extraction and Effective OOV Handling for Low-Resource Machine Translation Systems,JUL,2018,JUN,2019,K. Mrinalini,T. Nagarajan,P. Vijayalakshmi,,,,,article,Journal,ACM TRANSACTIONS ON ASIAN AND LOW-RESOURCE LANGUAGE INFORMATION PROCESSING,ASSOC COMPUTING MACHINERY,2018,12,18,Jan-22,"Scopus, Web of Sciences",,2,10.1145/3265751,,http://dx.doi.org/10.1145/3265751,2375-4699 2375-4702,False,False
2018JUL101371journalpone0134232,Knapsack - TOPSIS Technique for Vertical Handover in Heterogeneous Wireless Network,JUL,2018,JUN,2019,E. M. Malathy,Vijayalakshmi Muthuswamy,,,No,,,article,Journal,PLOS ONE,Public Library of Science (PLoS),2015,8,10,e0134232,"Scopus, Web of Sciences",,10,10.1371/journal.pone.0134232,,http://dx.doi.org/10.1371/journal.pone.0134232,1932-6203,False,False
2018JUL1014419ijetv7i31216025,Identification of Trending Topics Using Periodically  Collected Twitter Data,JUL,2018,JUN,2019,Ranjini V,Soundarya R,S Karthika,"S Mohanavalli, Srividhya .",,,,article,Journal,International Journal of Engineering and Technology(UAE),Science Publishing Corporation,2018,7,7,205,Scopus,,1,10.14419/ijet.v7i3.12.16025,,http://dx.doi.org/10.14419/ijet.v7i3.12.16025,2227-524X,False,False
2018JUL1014419ijetv7i31216434,A Working Model for Mobile Charging using Wireless  Power Transmission,JUL,2018,JUN,2019,I Joe Louis Paul,S Sasirekha,D Naveen Kumar D,P S. Revanth,,,,article,Journal,International Journal of Engineering and Technology(UAE),Science Publishing Corporation,2018,7,7,584,Scopus,,4,10.14419/ijet.v7i3.12.16434,,http://dx.doi.org/10.14419/ijet.v7i3.12.16434,2227-524X,False,False
2018JUL1014419ijetv7i31216463,Categorisation of Tweets Using Ensemble Classification Methods,JUL,2018,JUN,2019,S Mohanavalli,S Karthika,Srividya .,"K R.Uthayan, N Sandya",,,,article,Journal,International Journal of Engineering and Technology(UAE),Science Publishing Corporation,2018,7,7,722,Scopus,,1,10.14419/ijet.v7i3.12.16463,,http://dx.doi.org/10.14419/ijet.v7i3.12.16463,2227-524X,False,False
2018JUL1014419ijetv7i31216508,Outlier Detection using Clustering Techniques,JUL,2018,JUN,2019,Srividya .,S Mohanavalli,N Sripriya,S Poornima,,,,article,Journal,International Journal of Engineering and Technology(UAE),Science Publishing Corporation,2018,7,7,813,Scopus,,1,10.14419/ijet.v7i3.12.16508,,http://dx.doi.org/10.14419/ijet.v7i3.12.16508,2227-524X,False,False
2018JUL1014419ijetv7i33418971,A Smart Watchdog - Intruder Detection System,JUL,2018,JUN,2019,P Vasuki,Sesu Priya A,Soundarya R,,,,,article,Journal,International Journal of Engineering and Technology(UAE),Science Publishing Corporation,2018,9,7,231,Scopus,,0,10.14419/ijet.v7i3.34.18971,,http://dx.doi.org/10.14419/ijet.v7i3.34.18971,2227-524X,False,False
2018JUL1014419ijetv7i33418974,A Lightweight Trust Scheme for Iot,JUL,2023,JUN,2024,Dr S. Chithra,Dr N. Bhalaji,S Nandini,,,,,inbook,Book Chapter,International Journal of Engineering and Technology(UAE),Science Publishing Corporation,2023,10,7,241,Scopus,,1,10.14419/ijet.v7i3.34.18974,,http://dx.doi.org/10.14419/ijet.v7i3.34.18974,2227-524X,False,False
2018JUL101504ijista2018091586,Enhanced portable text to speech converter for visually impaired,JUL,2018,JUN,2019,Chithra Selvaraj,N. Bhalaji,,,,,,article,Journal,International Journal of Intelligent Systems Technologies and Applications,Inderscience,2018,5,17,42,Scopus,,1,10.1504/ijista.2018.091586,,http://dx.doi.org/10.1504/ijista.2018.091586,1740-8865 1740-8873,False,False
2018JUL101504ijista2018091590,Empirical study of feature selection methods over classification algorithms,JUL,2018,JUN,2019,N. Bhalaji,K.B. Sundhara Kumar,Chithra Selvaraj,,,,,article,Journal,International Journal of Intelligent Systems Technologies and Applications,Inderscience,2018,,17,98,Scopus,,8,10.1504/ijista.2018.091590,,http://dx.doi.org/10.1504/ijista.2018.091590,1740-8865 1740-8873,False,False
2018JUL1018520csv115i4748752,Optic Disc and Cup Segmentation in Fundus Retinal Images Using Feature Detection and Morphological Techniques,JUL,2018,JUN,2019,R. Priyadharsini,A. Beulah,T. Sree Sharmila Anon,,,,,article,Journal,CURRENT SCIENCE,INDIAN ACAD SCIENCES,2018,8,115,748,"Scopus, Web of Sciences",,9,10.18520/cs/v115/i4/748-752,,http://dx.doi.org/10.18520/cs/v115/i4/748-752,0011-3891,False,False
2018JUL103906elk1711228,MutatedSocioAgentSim (MSAS): semisupervised modelling of multiagent simulation to predict and detect the mutation in a camouflaged social network,JUL,2018,JUN,2019,Karthika Subbaraj,Bose Sundan,,,,,,article,Journal,TURKISH JOURNAL OF ELECTRICAL ENGINEERING AND COMPUTER SCIENCES,TUBITAK SCIENTIFIC & TECHNOLOGICAL RESEARCH COUNCIL TURKEY,2018,3,26,961-973,"Scopus, Web of Sciences",,1,10.3906/elk-1711-228,,http://dx.doi.org/10.3906/elk-1711-228,1303-6203 1300-0632,False,False
2018JUL34fjdk,Text to Speech Conversion of Documents using Concatenative Speech Synthesis,JUL,2018,JUN,2019,Neharika.S,N. Radha,,,No,,,article,Journal,International Journal on Future Revolution in computer science and communication engineering,Auricle Global Society of Education and Research,2023,2,9,,,,0,,,http://www.ijfrcsce.org/index.php/ijfrcsce,2454-4248,False,False
2018JULdhaRcqW,Perfecting Counterfeit Banknote Detection-A Classification Strategy,JUL,2018,JUN,2019,M. Tejasvi,A.Nayeemulla Khan,A.Shahina,,No,,,article,Journal,International Journal of Innovative Technology and Exploring Engineering,,2019,4,8,,Scopus,,0,,,https://www.ijitee.org/wp-content/uploads/papers/v8i6/F3597048619.pdf,2278-3075,,
2018JULfgbusMH,Contextual Emotion Identification from Textual Conversation using Seq2Seq Deep Neural Network,JUL,2018,JUN,2019,Senthil Kumar B,Thenmozhi D,Aravindan Chandrabose,Srinethe Sharavanan,No,,,inproceedings,Conference,,,2019,,0,,,,0,,,,,False,False
2018JULFRGKcqB,Enhancing Noisy Speech using WEMD,JUL,2018,JUN,2019,J.V. Thomas Abraham,A. Shahina,A. Nayeemulla Khan,,No,,,article,Journal,International Journal of Recent Technology and Engineering,,2019,3,0,,Scopus,,0,,,,,,
2018JULFUDkWwg,Impact of Tweet Features and Machine-Learning Classifiers for Twitter Spam Detection,JUL,2018,JUN,2019,S. Nitheesh Prabu,Abhishek Pal,S. Sundar Ram,S. Karthika,No,,,article,Journal,International Journal of Recent Technology and Engineering,,2019,4,7,,Scopus,,0,,,https://www.ijrte.org/wp-content/uploads/papers/v7i6s3/F1007376S19.pdf,2277-3878,,
2018JULGnOuNBH,Performance analysis of classifiers in social media text for Credibility Assessment,JUL,2018,JUN,2019,P. SuthanthiraDevi ,S. Karthika,,,No,,,article,Journal,Caribean Journal of Science,,2019,5,0,,"Scopus, Web of Sciences",,0,,,,,,
2018JULGrfXjmf,Offensive Language Identification in Social Media using Traditional and Deep Machine Learning Approaches,JUL,2018,JUN,2019,Thenmozhi D,Senthil Kumar B,Srinethe Sharavanan,Aravindan Chandrabose,No,,,inproceedings,Conference,,,2019,,0,,,,0,,,,,False,False
2018JULKYaxWUN,A Novel Design Framework for Rumour Analysis in Twitter,JUL,2018,JUN,2019,S. Karthika,Suthanthira Devi,,,No,,,article,Journal,International Journal of Recent Technology and Engineering,,2019,4,7,,Scopus,,0,,,https://www.ijrte.org/wp-content/uploads/papers/v7i6s3/F1005376S19.pdf,2277-3878,,
2018JULluAfrML,Tamil paraphrase detection using long-short term memory networks,JUL,2018,JUN,2019,Senthil Kumar. B,Thenmozhi. D,Aravindan. C,Kayalvizhi.S,No,,,inproceedings,Conference,,,2019,,0,,,,0,,,,,False,False
2018JULrNvyrmj,Mobile Application For Out-Pass Generation,JUL,2018,JUN,2019,S. Swarnalatha,R. S. Shrikanth,I. Kesavarthini,"S. Poornima, N. Sripriya",No,,,article,Journal,International Journal Of Current Engineering And Scientific Research,,2018,,0,,,,0,,,https://troindia.in/journal/ijcesr/content.html,2394-0697,False,False
2018JULsDKSIHA,TOPSIS-Nelder Mead Vertical Handover scheme in Next Generation Wireless Network,JUL,2018,JUN,2019,E.M. Malathy,Vijayalakshmi Muthuswamy,N. Radha,,No,,,article,Journal,Caribbean Journal of Science,,2019,1,0,,"Scopus, Web of Sciences",,0,,,,,,
2018JULuyWrJwE,#Dec18- Twitter Based Trend Analysis Using BoW Models,JUL,2018,JUN,2019,P. Suthanthira Devi ,S. Karthika,R. Geetha,,No,,,article,Journal,Caribean Journal of Science,,2019,5,53,,"Scopus, Web of Sciences",,0,,,https://www.researchgate.net/publication/354403093_Dec18-Twitter_Based_Trend_Analysis_Using_BoW_Models,0008-6452,,
2018JULvK34ie3,Embodied Conversational Agent-based Control Interfaces for Home Automation System,JUL,2018,JUN,2019,Nikitha V,N. Radha,,,No,,,article,Journal,International Journal on Future Revolution in computer science and communication engineering,Auricle Global Society of Education and Research,2023,2,9,,,,0,,,http://www.ijfrcsce.org/index.php/ijfrcsce,2454-4248,False,False
2018JULvv56ve7,Automatic Gender recognition using ANFIS,JUL,2018,JUN,2019,Jeyaaishwarya,N. Radha,,,No,,,article,Journal,International Journal on Future Revolution in computer science and communication engineering, Auricle Global Society of Education and Research,2023,2,9,,,,0,,,http://www.ijfrcsce.org/index.php/ijfrcsce,2454-4248,False,False
2018JULwTDPLnR,An Artificial Intelligence Based Tool for Ophthalmologist for Eye Disease Classification,JUL,2018,JUN,2019,V.Sivamurugan,P.Indumathi,,,No,,,article,Journal,Journal of TierÃ¤rztliche Praxis,,2019,1,0,,Web of Sciences,,0,,,,,,
2018JULZpPspQW,Optimal Spectrum Sharing and Dynamic Resource Allocation for LTE Small Cells,JUL,2018,JUN,2019,R Roselin Kiruba,T. Sree Sharmila,,,No,,,article,Journal,Caribbean Journal of Science,,2019,1,0,,"Scopus, Web of Sciences",,0,,,,,,
2019JUL101002cpe5492,Load balancing in cloud computing using water wave algorithm,JUL,2019,JUN,2020,Arulkumar V,N. Bhalaji,,,,,,article,Journal,CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE,WILEY,2019,9,34,,"Scopus, Web of Sciences",,4,10.1002/cpe.5492,,http://dx.doi.org/10.1002/cpe.5492,1532-0626 1532-0634,False,False
2019JUL1010079783030321505124,Spinal Cord Segmentation in Lumbar MR Images,JUL,2019,JUN,2020,A. Beulah,T. Sree Sharmila,T. Kanmani,,,,,inbook,Book Chapter,Emerging Trends in Computing and Expert Technology,Springer Cham,2019,11,35,1226-1236,,,1,10.1007/978-3-030-32150-5_124,,https://doi.org/10.1007/978-3-030-32150-5_124,978-3-030-32150-5,False,False
2019JUL10100797830303451505,Optimization of Sensing Time in Cognitive Radio Networks Based on Localization Algorithm,JUL,2019,JUN,2020,P. Poornima,S. Chithra,,,,,,inbook,Book Chapter,Lecture Notes on Data Engineering and Communications Technologies,Springer Nature,2019,11,39,38-48,Scopus,,1,10.1007/978-3-030-34515-0_5,,http://dx.doi.org/10.1007/978-3-030-34515-0_5,2367-4512 2367-4520,False,False
2019JUL101007978981137166028,Veracity Analysis and Prediction in Social Big Data,JUL,2018,JUN,2019,"Suthanthira Devi, P.","Karthika, S.","Venugopal, P.","Geetha, R.",,,,inbook,Book Chapter,Information and Communication Technology for Sustainable Development,Springer Singapore,2019,6,933,289-298,,,4,10.1007/978-981-13-7166-0_28,,https://doi.org/10.1007/978-981-13-7166-0_28,978-981-13-7166-0,False,False
2019JUL101007978981138676315,Trendingtags - Classification and Prediction of Hashtag Popularity Using Twitter Features in Machine Learning Approach Proceedings,JUL,2019,JUN,2020,P. Suthanthira Devi,R. Geetha,S. Karthika,,,,,inbook,Book Chapter,Advances in Intelligent Systems and Computing,Springer Singapore,2019,8,0,161-177,,,1,10.1007/978-981-13-8676-3_15,,http://dx.doi.org/10.1007/978-981-13-8676-3_15,978-981-13-8676-3,False,False
2019JUL101007s0050001903962z,Enhanced analysis of border surveillance using intruders' crossing strategies,JUL,2018,JUN,2019,N. Bhalaji,S. Venkatesh,,,,,,article,Journal,SOFT COMPUTING,SPRINGER,2019,4,23,10623-10634,"Scopus, Web of Sciences",Q1,1,10.1007/s00500-019-03962-z,,http://dx.doi.org/10.1007/s00500-019-03962-z,1432-7643 1433-7479,False,False
2019JUL101007s0053001705781,Automatic stenosis detection using SVM from CTA projection images,JUL,2019,JUN,2020,P. Mirunalini,Chandrabose Aravindan,S. M. Jaisakthi,,,,,article,Journal,MULTIMEDIA SYSTEMS,SPRINGER,2017,12,25,83-93,"Scopus, Web of Sciences",Q1,3,10.1007/s00530-017-0578-1,,http://dx.doi.org/10.1007/s00530-017-0578-1,0942-4962 1432-1882,False,False
2019JUL101007s1058601818022,Image fusion for MODIS and Landsat images using top hat based moving technique with FIS,JUL,2019,JUN,2020,R. Swathika,T. Sree Sharmila,,,,,,article,Journal,CLUSTER COMPUTING-THE JOURNAL OF NETWORKS SOFTWARE TOOLS AND APPLICATIONS,SPRINGER,2019,9,22,12939-12947,"Scopus, Web of Sciences",,3,10.1007/s10586-018-1802-2,,http://dx.doi.org/10.1007/s10586-018-1802-2,1386-7857 1573-7543,False,False
